Date,Sheet_Source,Metric,Value
01-11-2026,Subscribers & Revenue,% growth,0.07
01-12-2026,Subscribers & Revenue,% growth,0.07
01-01-2027,Subscribers & Revenue,% growth,0.07
01-02-2027,Subscribers & Revenue,% growth,0.07
01-03-2027,Subscribers & Revenue,% growth,0.07
01-04-2027,Subscribers & Revenue,% growth,0.07
01-05-2027,Subscribers & Revenue,% growth,0.07
01-06-2027,Subscribers & Revenue,% growth,0.07
01-07-2027,Subscribers & Revenue,% growth,0.07
01-08-2027,Subscribers & Revenue,% growth,0.07
01-09-2027,Subscribers & Revenue,% growth,0.07
01-10-2027,Subscribers & Revenue,% growth,0.07
01-11-2027,Subscribers & Revenue,% growth,0.07
01-12-2027,Subscribers & Revenue,% growth,0.07
01-01-2028,Subscribers & Revenue,% growth,0.07
01-02-2028,Subscribers & Revenue,% growth,0.07
01-03-2028,Subscribers & Revenue,% growth,0.07
01-04-2028,Subscribers & Revenue,% growth,0.07
01-05-2028,Subscribers & Revenue,% growth,0.07
01-06-2028,Subscribers & Revenue,% growth,0.07
01-07-2028,Subscribers & Revenue,% growth,0.07
01-08-2028,Subscribers & Revenue,% growth,0.07
01-09-2028,Subscribers & Revenue,% growth,0.07
01-10-2028,Subscribers & Revenue,% growth,0.07
01-11-2028,Subscribers & Revenue,% growth,0.07
01-12-2028,Subscribers & Revenue,% growth,0.07
01-02-2024,Subscribers & Revenue,Previous Month Active Subscribers,55
01-03-2024,Subscribers & Revenue,Previous Month Active Subscribers,114
01-04-2024,Subscribers & Revenue,Previous Month Active Subscribers,177
01-05-2024,Subscribers & Revenue,Previous Month Active Subscribers,244
01-06-2024,Subscribers & Revenue,Previous Month Active Subscribers,316
01-07-2024,Subscribers & Revenue,Previous Month Active Subscribers,393
01-08-2024,Subscribers & Revenue,Previous Month Active Subscribers,475
01-09-2024,Subscribers & Revenue,Previous Month Active Subscribers,563
01-10-2024,Subscribers & Revenue,Previous Month Active Subscribers,657
01-11-2024,Subscribers & Revenue,Previous Month Active Subscribers,758
01-12-2024,Subscribers & Revenue,Previous Month Active Subscribers,866
01-01-2025,Subscribers & Revenue,Previous Month Active Subscribers,982
01-02-2025,Subscribers & Revenue,Previous Month Active Subscribers,1087
01-03-2025,Subscribers & Revenue,Previous Month Active Subscribers,1199
01-04-2025,Subscribers & Revenue,Previous Month Active Subscribers,1319
01-05-2025,Subscribers & Revenue,Previous Month Active Subscribers,1448
01-06-2025,Subscribers & Revenue,Previous Month Active Subscribers,1586
01-07-2025,Subscribers & Revenue,Previous Month Active Subscribers,1733
01-08-2025,Subscribers & Revenue,Previous Month Active Subscribers,1890
01-09-2025,Subscribers & Revenue,Previous Month Active Subscribers,2058
01-10-2025,Subscribers & Revenue,Previous Month Active Subscribers,2238
01-11-2025,Subscribers & Revenue,Previous Month Active Subscribers,2431
01-12-2025,Subscribers & Revenue,Previous Month Active Subscribers,2637
01-01-2026,Subscribers & Revenue,Previous Month Active Subscribers,2857
01-02-2026,Subscribers & Revenue,Previous Month Active Subscribers,3093
01-03-2026,Subscribers & Revenue,Previous Month Active Subscribers,3345
01-04-2026,Subscribers & Revenue,Previous Month Active Subscribers,3615
01-05-2026,Subscribers & Revenue,Previous Month Active Subscribers,3904
01-06-2026,Subscribers & Revenue,Previous Month Active Subscribers,4213
01-07-2026,Subscribers & Revenue,Previous Month Active Subscribers,4544
01-08-2026,Subscribers & Revenue,Previous Month Active Subscribers,4898
01-09-2026,Subscribers & Revenue,Previous Month Active Subscribers,5276
01-10-2026,Subscribers & Revenue,Previous Month Active Subscribers,5680
01-11-2026,Subscribers & Revenue,Previous Month Active Subscribers,6113
01-12-2026,Subscribers & Revenue,Previous Month Active Subscribers,6577
01-01-2027,Subscribers & Revenue,Previous Month Active Subscribers,7073
01-02-2027,Subscribers & Revenue,Previous Month Active Subscribers,7603
01-03-2027,Subscribers & Revenue,Previous Month Active Subscribers,8170
01-04-2027,Subscribers & Revenue,Previous Month Active Subscribers,8777
01-05-2027,Subscribers & Revenue,Previous Month Active Subscribers,9426
01-06-2027,Subscribers & Revenue,Previous Month Active Subscribers,10121
01-07-2027,Subscribers & Revenue,Previous Month Active Subscribers,10865
01-08-2027,Subscribers & Revenue,Previous Month Active Subscribers,11661
01-09-2027,Subscribers & Revenue,Previous Month Active Subscribers,12513
01-10-2027,Subscribers & Revenue,Previous Month Active Subscribers,13425
01-11-2027,Subscribers & Revenue,Previous Month Active Subscribers,14401
01-12-2027,Subscribers & Revenue,Previous Month Active Subscribers,15446
01-01-2028,Subscribers & Revenue,Previous Month Active Subscribers,16565
01-02-2028,Subscribers & Revenue,Previous Month Active Subscribers,17762
01-03-2028,Subscribers & Revenue,Previous Month Active Subscribers,19043
01-04-2028,Subscribers & Revenue,Previous Month Active Subscribers,20413
01-05-2028,Subscribers & Revenue,Previous Month Active Subscribers,21880
01-06-2028,Subscribers & Revenue,Previous Month Active Subscribers,23450
01-07-2028,Subscribers & Revenue,Previous Month Active Subscribers,25130
01-08-2028,Subscribers & Revenue,Previous Month Active Subscribers,26927
01-09-2028,Subscribers & Revenue,Previous Month Active Subscribers,28850
01-10-2028,Subscribers & Revenue,Previous Month Active Subscribers,30907
01-11-2028,Subscribers & Revenue,Previous Month Active Subscribers,33107
01-12-2028,Subscribers & Revenue,Previous Month Active Subscribers,35461
01-01-2024,Subscribers & Revenue,(+) New Subscribers,55
01-02-2024,Subscribers & Revenue,(+) New Subscribers,59
01-03-2024,Subscribers & Revenue,(+) New Subscribers,63
01-04-2024,Subscribers & Revenue,(+) New Subscribers,67
01-05-2024,Subscribers & Revenue,(+) New Subscribers,72
01-06-2024,Subscribers & Revenue,(+) New Subscribers,77
01-07-2024,Subscribers & Revenue,(+) New Subscribers,82
01-08-2024,Subscribers & Revenue,(+) New Subscribers,88
01-09-2024,Subscribers & Revenue,(+) New Subscribers,94
01-10-2024,Subscribers & Revenue,(+) New Subscribers,101
01-11-2024,Subscribers & Revenue,(+) New Subscribers,108
01-12-2024,Subscribers & Revenue,(+) New Subscribers,116
01-01-2025,Subscribers & Revenue,(+) New Subscribers,124
01-02-2025,Subscribers & Revenue,(+) New Subscribers,133
01-03-2025,Subscribers & Revenue,(+) New Subscribers,142
01-04-2025,Subscribers & Revenue,(+) New Subscribers,152
01-05-2025,Subscribers & Revenue,(+) New Subscribers,163
01-06-2025,Subscribers & Revenue,(+) New Subscribers,174
01-07-2025,Subscribers & Revenue,(+) New Subscribers,186
01-08-2025,Subscribers & Revenue,(+) New Subscribers,199
01-09-2025,Subscribers & Revenue,(+) New Subscribers,213
01-10-2025,Subscribers & Revenue,(+) New Subscribers,228
01-11-2025,Subscribers & Revenue,(+) New Subscribers,244
01-12-2025,Subscribers & Revenue,(+) New Subscribers,261
01-01-2026,Subscribers & Revenue,(+) New Subscribers,279
01-02-2026,Subscribers & Revenue,(+) New Subscribers,299
01-03-2026,Subscribers & Revenue,(+) New Subscribers,320
01-04-2026,Subscribers & Revenue,(+) New Subscribers,342
01-05-2026,Subscribers & Revenue,(+) New Subscribers,366
01-06-2026,Subscribers & Revenue,(+) New Subscribers,392
01-07-2026,Subscribers & Revenue,(+) New Subscribers,419
01-08-2026,Subscribers & Revenue,(+) New Subscribers,448
01-09-2026,Subscribers & Revenue,(+) New Subscribers,479
01-10-2026,Subscribers & Revenue,(+) New Subscribers,513
01-11-2026,Subscribers & Revenue,(+) New Subscribers,549
01-12-2026,Subscribers & Revenue,(+) New Subscribers,587
01-01-2027,Subscribers & Revenue,(+) New Subscribers,628
01-02-2027,Subscribers & Revenue,(+) New Subscribers,672
01-03-2027,Subscribers & Revenue,(+) New Subscribers,719
01-04-2027,Subscribers & Revenue,(+) New Subscribers,769
01-05-2027,Subscribers & Revenue,(+) New Subscribers,823
01-06-2027,Subscribers & Revenue,(+) New Subscribers,881
01-07-2027,Subscribers & Revenue,(+) New Subscribers,943
01-08-2027,Subscribers & Revenue,(+) New Subscribers,1009
01-09-2027,Subscribers & Revenue,(+) New Subscribers,1080
01-10-2027,Subscribers & Revenue,(+) New Subscribers,1156
01-11-2027,Subscribers & Revenue,(+) New Subscribers,1237
01-12-2027,Subscribers & Revenue,(+) New Subscribers,1324
01-01-2028,Subscribers & Revenue,(+) New Subscribers,1417
01-02-2028,Subscribers & Revenue,(+) New Subscribers,1516
01-03-2028,Subscribers & Revenue,(+) New Subscribers,1622
01-04-2028,Subscribers & Revenue,(+) New Subscribers,1736
01-05-2028,Subscribers & Revenue,(+) New Subscribers,1858
01-06-2028,Subscribers & Revenue,(+) New Subscribers,1988
01-07-2028,Subscribers & Revenue,(+) New Subscribers,2127
01-08-2028,Subscribers & Revenue,(+) New Subscribers,2276
01-09-2028,Subscribers & Revenue,(+) New Subscribers,2435
01-10-2028,Subscribers & Revenue,(+) New Subscribers,2605
01-11-2028,Subscribers & Revenue,(+) New Subscribers,2787
01-12-2028,Subscribers & Revenue,(+) New Subscribers,2982
01-02-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-03-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-04-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-05-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-06-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-07-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-08-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-09-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-10-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-11-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-12-2024,Subscribers & Revenue,(–) Churned Subscribers,0
01-01-2025,Subscribers & Revenue,(–) Churned Subscribers,-19
01-02-2025,Subscribers & Revenue,(–) Churned Subscribers,-21
01-03-2025,Subscribers & Revenue,(–) Churned Subscribers,-22
01-04-2025,Subscribers & Revenue,(–) Churned Subscribers,-23
01-05-2025,Subscribers & Revenue,(–) Churned Subscribers,-25
01-06-2025,Subscribers & Revenue,(–) Churned Subscribers,-27
01-07-2025,Subscribers & Revenue,(–) Churned Subscribers,-29
01-08-2025,Subscribers & Revenue,(–) Churned Subscribers,-31
01-09-2025,Subscribers & Revenue,(–) Churned Subscribers,-33
01-10-2025,Subscribers & Revenue,(–) Churned Subscribers,-35
01-11-2025,Subscribers & Revenue,(–) Churned Subscribers,-38
01-12-2025,Subscribers & Revenue,(–) Churned Subscribers,-41
01-01-2026,Subscribers & Revenue,(–) Churned Subscribers,-43
01-02-2026,Subscribers & Revenue,(–) Churned Subscribers,-47
01-03-2026,Subscribers & Revenue,(–) Churned Subscribers,-50
01-04-2026,Subscribers & Revenue,(–) Churned Subscribers,-53
01-05-2026,Subscribers & Revenue,(–) Churned Subscribers,-57
01-06-2026,Subscribers & Revenue,(–) Churned Subscribers,-61
01-07-2026,Subscribers & Revenue,(–) Churned Subscribers,-65
01-08-2026,Subscribers & Revenue,(–) Churned Subscribers,-70
01-09-2026,Subscribers & Revenue,(–) Churned Subscribers,-75
01-10-2026,Subscribers & Revenue,(–) Churned Subscribers,-80
01-11-2026,Subscribers & Revenue,(–) Churned Subscribers,-85
01-12-2026,Subscribers & Revenue,(–) Churned Subscribers,-91
01-01-2027,Subscribers & Revenue,(–) Churned Subscribers,-98
01-02-2027,Subscribers & Revenue,(–) Churned Subscribers,-105
01-03-2027,Subscribers & Revenue,(–) Churned Subscribers,-112
01-04-2027,Subscribers & Revenue,(–) Churned Subscribers,-120
01-05-2027,Subscribers & Revenue,(–) Churned Subscribers,-128
01-06-2027,Subscribers & Revenue,(–) Churned Subscribers,-137
01-07-2027,Subscribers & Revenue,(–) Churned Subscribers,-147
01-08-2027,Subscribers & Revenue,(–) Churned Subscribers,-157
01-09-2027,Subscribers & Revenue,(–) Churned Subscribers,-168
01-10-2027,Subscribers & Revenue,(–) Churned Subscribers,-180
01-11-2027,Subscribers & Revenue,(–) Churned Subscribers,-192
01-12-2027,Subscribers & Revenue,(–) Churned Subscribers,-205
01-01-2028,Subscribers & Revenue,(–) Churned Subscribers,-220
01-02-2028,Subscribers & Revenue,(–) Churned Subscribers,-235
01-03-2028,Subscribers & Revenue,(–) Churned Subscribers,-252
01-04-2028,Subscribers & Revenue,(–) Churned Subscribers,-269
01-05-2028,Subscribers & Revenue,(–) Churned Subscribers,-288
01-06-2028,Subscribers & Revenue,(–) Churned Subscribers,-308
01-07-2028,Subscribers & Revenue,(–) Churned Subscribers,-330
01-08-2028,Subscribers & Revenue,(–) Churned Subscribers,-353
01-09-2028,Subscribers & Revenue,(–) Churned Subscribers,-378
01-10-2028,Subscribers & Revenue,(–) Churned Subscribers,-405
01-11-2028,Subscribers & Revenue,(–) Churned Subscribers,-433
01-12-2028,Subscribers & Revenue,(–) Churned Subscribers,-463
01-01-2024,Subscribers & Revenue,Active Annual Subscribers,55
01-02-2024,Subscribers & Revenue,Active Annual Subscribers,114
01-03-2024,Subscribers & Revenue,Active Annual Subscribers,177
01-04-2024,Subscribers & Revenue,Active Annual Subscribers,244
01-05-2024,Subscribers & Revenue,Active Annual Subscribers,316
01-06-2024,Subscribers & Revenue,Active Annual Subscribers,393
01-07-2024,Subscribers & Revenue,Active Annual Subscribers,475
01-08-2024,Subscribers & Revenue,Active Annual Subscribers,563
01-09-2024,Subscribers & Revenue,Active Annual Subscribers,657
01-10-2024,Subscribers & Revenue,Active Annual Subscribers,758
01-11-2024,Subscribers & Revenue,Active Annual Subscribers,866
01-12-2024,Subscribers & Revenue,Active Annual Subscribers,982
01-01-2025,Subscribers & Revenue,Active Annual Subscribers,1087
01-02-2025,Subscribers & Revenue,Active Annual Subscribers,1199
01-03-2025,Subscribers & Revenue,Active Annual Subscribers,1319
01-04-2025,Subscribers & Revenue,Active Annual Subscribers,1448
01-05-2025,Subscribers & Revenue,Active Annual Subscribers,1586
01-06-2025,Subscribers & Revenue,Active Annual Subscribers,1733
01-07-2025,Subscribers & Revenue,Active Annual Subscribers,1890
01-08-2025,Subscribers & Revenue,Active Annual Subscribers,2058
01-09-2025,Subscribers & Revenue,Active Annual Subscribers,2238
01-10-2025,Subscribers & Revenue,Active Annual Subscribers,2431
01-11-2025,Subscribers & Revenue,Active Annual Subscribers,2637
01-12-2025,Subscribers & Revenue,Active Annual Subscribers,2857
01-01-2026,Subscribers & Revenue,Active Annual Subscribers,3093
01-02-2026,Subscribers & Revenue,Active Annual Subscribers,3345
01-03-2026,Subscribers & Revenue,Active Annual Subscribers,3615
01-04-2026,Subscribers & Revenue,Active Annual Subscribers,3904
01-05-2026,Subscribers & Revenue,Active Annual Subscribers,4213
01-06-2026,Subscribers & Revenue,Active Annual Subscribers,4544
01-07-2026,Subscribers & Revenue,Active Annual Subscribers,4898
01-08-2026,Subscribers & Revenue,Active Annual Subscribers,5276
01-09-2026,Subscribers & Revenue,Active Annual Subscribers,5680
01-10-2026,Subscribers & Revenue,Active Annual Subscribers,6113
01-11-2026,Subscribers & Revenue,Active Annual Subscribers,6577
01-12-2026,Subscribers & Revenue,Active Annual Subscribers,7073
01-01-2027,Subscribers & Revenue,Active Annual Subscribers,7603
01-02-2027,Subscribers & Revenue,Active Annual Subscribers,8170
01-03-2027,Subscribers & Revenue,Active Annual Subscribers,8777
01-04-2027,Subscribers & Revenue,Active Annual Subscribers,9426
01-05-2027,Subscribers & Revenue,Active Annual Subscribers,10121
01-06-2027,Subscribers & Revenue,Active Annual Subscribers,10865
01-07-2027,Subscribers & Revenue,Active Annual Subscribers,11661
01-08-2027,Subscribers & Revenue,Active Annual Subscribers,12513
01-09-2027,Subscribers & Revenue,Active Annual Subscribers,13425
01-10-2027,Subscribers & Revenue,Active Annual Subscribers,14401
01-11-2027,Subscribers & Revenue,Active Annual Subscribers,15446
01-12-2027,Subscribers & Revenue,Active Annual Subscribers,16565
01-01-2028,Subscribers & Revenue,Active Annual Subscribers,17762
01-02-2028,Subscribers & Revenue,Active Annual Subscribers,19043
01-03-2028,Subscribers & Revenue,Active Annual Subscribers,20413
01-04-2028,Subscribers & Revenue,Active Annual Subscribers,21880
01-05-2028,Subscribers & Revenue,Active Annual Subscribers,23450
01-06-2028,Subscribers & Revenue,Active Annual Subscribers,25130
01-07-2028,Subscribers & Revenue,Active Annual Subscribers,26927
01-08-2028,Subscribers & Revenue,Active Annual Subscribers,28850
01-09-2028,Subscribers & Revenue,Active Annual Subscribers,30907
01-10-2028,Subscribers & Revenue,Active Annual Subscribers,33107
01-11-2028,Subscribers & Revenue,Active Annual Subscribers,35461
01-12-2028,Subscribers & Revenue,Active Annual Subscribers,37980
01-01-2024,Subscribers & Revenue,Memo: Renewals,0
01-02-2024,Subscribers & Revenue,Memo: Renewals,0
01-03-2024,Subscribers & Revenue,Memo: Renewals,0
01-04-2024,Subscribers & Revenue,Memo: Renewals,0
01-05-2024,Subscribers & Revenue,Memo: Renewals,0
01-06-2024,Subscribers & Revenue,Memo: Renewals,0
01-07-2024,Subscribers & Revenue,Memo: Renewals,0
01-08-2024,Subscribers & Revenue,Memo: Renewals,0
01-09-2024,Subscribers & Revenue,Memo: Renewals,0
01-10-2024,Subscribers & Revenue,Memo: Renewals,0
01-11-2024,Subscribers & Revenue,Memo: Renewals,0
01-12-2024,Subscribers & Revenue,Memo: Renewals,0
01-01-2025,Subscribers & Revenue,Memo: Renewals,36
